rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students
Reporter,Lesya Ukrainka Volyn National University,n/a,n/a,n/a,n/a,n/a,n/a,"7,814",12.4,1%
Reporter,Liaquat University of Medical and Health Sciences (LUMHS),n/a,n/a,n/a,n/a,n/a,n/a,"4,953",10,4%
Reporter,University of Liberal Arts Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,"4,242",19.4,0%
Reporter,Lincoln University College,n/a,n/a,n/a,n/a,n/a,n/a,"2,233",5.7,41%
Reporter,Lira University,n/a,n/a,n/a,n/a,n/a,n/a,"1,570",14.3,0%
Reporter,Université du Littoral Côte d’Opale,n/a,n/a,n/a,n/a,n/a,n/a,"9,154",20.2,17%
Reporter,Liverpool Hope University,n/a,n/a,n/a,n/a,n/a,n/a,"4,640",17.2,14%
Reporter,Liverpool Institute for Performing Arts,n/a,n/a,n/a,n/a,n/a,n/a,925,18.5,22%
Reporter,Liverpool School of Tropical Medicine,n/a,n/a,n/a,n/a,n/a,n/a,200,2.1,28%
Reporter,The LNM Institute of Information Technology,n/a,n/a,n/a,n/a,n/a,n/a,"2,193",19.1,0%
Reporter,London Academy of Music and Dramatic Art (LAMDA),n/a,n/a,n/a,n/a,n/a,n/a,270,6.8,40%
Reporter,London Business School,n/a,n/a,n/a,n/a,n/a,n/a,"2,125",20.2,91%
Reporter,London School of Hygiene and Tropical Medicine,n/a,n/a,n/a,n/a,n/a,n/a,870,1.7,57%
Reporter,London Metropolitan University,n/a,n/a,n/a,n/a,n/a,n/a,"10,065",25.5,50%
Reporter,Lviv State University of Life Safety,n/a,n/a,n/a,n/a,n/a,n/a,"2,180",12.3,0%
Reporter,University of Magallanes,n/a,n/a,n/a,n/a,n/a,n/a,"4,235",15.6,1%
Reporter,Universidad del Magdalena,n/a,n/a,n/a,n/a,n/a,n/a,"15,306",31.8,0%
Reporter,University Centre of Maghnia,n/a,n/a,n/a,n/a,n/a,n/a,"3,566",19.5,0%
Reporter,Mahatma Jyotiba Phule Rohilkhand University,n/a,n/a,n/a,n/a,n/a,n/a,"5,511",38.8,0%
Reporter,Malawi University of Science and Technology (MUST),n/a,n/a,n/a,n/a,n/a,n/a,"2,724",12.4,0%
Reporter,Management Development Institute (MDI),n/a,n/a,n/a,n/a,n/a,n/a,966,12.5,0%
Reporter,Management & Science University (MSU),n/a,n/a,n/a,n/a,n/a,n/a,"4,374",9,30%
Reporter,Universidad Manuela Beltrán,n/a,n/a,n/a,n/a,n/a,n/a,"14,790",30.6,0%
Reporter,Mapúa University,n/a,n/a,n/a,n/a,n/a,n/a,"9,427",32.3,1%
Reporter,Margulan University,n/a,n/a,n/a,n/a,n/a,n/a,"5,733",22.8,2%
Reporter,Mariano Marcos State University,n/a,n/a,n/a,n/a,n/a,n/a,"13,240",24.8,0%
Reporter,Maritime University of Szczecin,n/a,n/a,n/a,n/a,n/a,n/a,"2,484",24.2,13%
Reporter,University of Mataram,n/a,n/a,n/a,n/a,n/a,n/a,"31,378",24,0%
Reporter,M. Auezov South Kazakhstan University,n/a,n/a,n/a,n/a,n/a,n/a,"18,760",6.3,12%
Reporter,Universidad Mayor de San Simón,n/a,n/a,n/a,n/a,n/a,n/a,"83,711",182,0%
Reporter,University of Medea,n/a,n/a,n/a,n/a,n/a,n/a,"22,350",25.9,0%
Reporter,University of Medellín,n/a,n/a,n/a,n/a,n/a,n/a,"9,268",16.9,2%
Reporter,Medizinische Hochschule Hannover,n/a,n/a,n/a,n/a,n/a,n/a,"3,362",8.3,14%
Reporter,Meikai University,n/a,n/a,n/a,n/a,n/a,n/a,"4,605",17.8,16%
Reporter,Universitas Mercu Buana,n/a,n/a,n/a,n/a,n/a,n/a,"19,945",23.9,0%
Reporter,Middle East University,n/a,n/a,n/a,n/a,n/a,n/a,"3,648",20.2,27%
Reporter,Mindanao State University – Iligan Institute of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"21,015",40.7,0%
Reporter,Minhaj University Lahore,n/a,n/a,n/a,n/a,n/a,n/a,"2,971",10.6,0%
Reporter,University of Misan,n/a,n/a,n/a,n/a,n/a,n/a,"16,565",19.9,0%
Reporter,Misr University for Science and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"25,105",17.6,5%
Reporter,Mizoram University,n/a,n/a,n/a,n/a,n/a,n/a,"3,123",8.9,0%
Reporter,M. Kumarasamy College of Engineering,n/a,n/a,n/a,n/a,n/a,n/a,"3,868",11.5,0%
Reporter,"MNS University of Agriculture, Multan",n/a,n/a,n/a,n/a,n/a,n/a,"4,390",31.1,0%
Reporter,Modern University for Business and Science,n/a,n/a,n/a,n/a,n/a,n/a,"1,834",20.5,20%
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,n/a,n/a,n/a,n/a,n/a,n/a,"20,247",33.9,0%
Reporter,University of Mohamed Lamine Debaghin Setif 2,n/a,n/a,n/a,n/a,n/a,n/a,"27,047",33.6,0%
Reporter,Monroe College,n/a,n/a,n/a,n/a,n/a,n/a,"5,068",16.1,14%
Reporter,University of Monterrey,n/a,n/a,n/a,n/a,n/a,n/a,"11,670",17,1%
Reporter,Russian Biotechnological University (BIOTECH),n/a,n/a,n/a,n/a,n/a,n/a,"5,901",10.8,9%
Reporter,Moscow State Linguistic University,n/a,n/a,n/a,n/a,n/a,n/a,"5,930",6.4,9%
Reporter,Moscow Technical University of Communications and Informatics,n/a,n/a,n/a,n/a,n/a,n/a,"4,398",20.3,6%
Reporter,University of Mostar,n/a,n/a,n/a,n/a,n/a,n/a,"9,412",8.9,14%
Reporter,Muban Chombueng Rajabhat University,n/a,n/a,n/a,n/a,n/a,n/a,"4,450",15.2,0%
Reporter,Universitas Muhammadiyah Yogyakarta,n/a,n/a,n/a,n/a,n/a,n/a,"21,043",29.4,1%
Reporter,Mukogawa Women’s University,n/a,n/a,n/a,n/a,n/a,n/a,"8,662",24.8,0%
Reporter,Mulungushi University,n/a,n/a,n/a,n/a,n/a,n/a,"8,057",44.5,1%
Reporter,Musashino University,n/a,n/a,n/a,n/a,n/a,n/a,"9,093",28.5,8%
Reporter,Universidad Nacional Abierta y a Distancia (UNAD),n/a,n/a,n/a,n/a,n/a,n/a,"226,124",49.6,0%
Reporter,Universidad Nacional de Asunción,n/a,n/a,n/a,n/a,n/a,n/a,"53,043",9.8,2%
Reporter,Universidad Nacional de Chimborazo,n/a,n/a,n/a,n/a,n/a,n/a,"9,455",16.8,1%
Reporter,Universidad Nacional de Itapúa,n/a,n/a,n/a,n/a,n/a,n/a,"5,104",5,1%
Reporter,Universidad Nacional de Rafaela (UNRaf),n/a,n/a,n/a,n/a,n/a,n/a,"2,183",6.3,0%
Reporter,Nagoya University of Commerce & Business,n/a,n/a,n/a,n/a,n/a,n/a,"3,815",32.1,10%
Reporter,Nakhchivan State University,n/a,n/a,n/a,n/a,n/a,n/a,"7,652",7.9,20%
Reporter,Nakhon Ratchasima Rajabhat University,n/a,n/a,n/a,n/a,n/a,n/a,"15,044",27.8,0%
Reporter,Namal University,n/a,n/a,n/a,n/a,n/a,n/a,557,15.9,0%
Reporter,Namangan Engineering Construction Institute,n/a,n/a,n/a,n/a,n/a,n/a,"7,886",20.9,0%
Reporter,Namangan Institute of Engineering and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"5,094",14.1,0%
Reporter,Namangan State University,n/a,n/a,n/a,n/a,n/a,n/a,"24,148",25.8,0%
Reporter,Narxoz University,n/a,n/a,n/a,n/a,n/a,n/a,"3,187",13,2%
Reporter,"Nasarawa State University, Keffi",n/a,n/a,n/a,n/a,n/a,n/a,"12,885",13.2,13%
Reporter,National Agrarian University La Molina,n/a,n/a,n/a,n/a,n/a,n/a,"8,139",13.2,2%
Reporter,National University of Computer and Emerging Sciences,n/a,n/a,n/a,n/a,n/a,n/a,"15,188",24,3%
Reporter,National Film and Television School,n/a,n/a,n/a,n/a,n/a,n/a,400,7.3,41%
Reporter,National University of Food Technologies,n/a,n/a,n/a,n/a,n/a,n/a,"5,361",10.1,0%
Reporter,National University Odessa Law Academy,n/a,n/a,n/a,n/a,n/a,n/a,"11,600",18.6,1%
Reporter,The National University of Ostroh Academy,n/a,n/a,n/a,n/a,n/a,n/a,"3,923",9.8,0%
Reporter,National Polytechnic University of Armenia,n/a,n/a,n/a,n/a,n/a,n/a,"5,583",7.3,2%
Reporter,National University of Quilmes,n/a,n/a,n/a,n/a,n/a,n/a,"42,123",32.4,2%
Reporter,National School of Artificial Intelligence (ENSIA),n/a,n/a,n/a,n/a,n/a,n/a,200,12.5,0%
Reporter,"National University of Science and Technology, Oman",n/a,n/a,n/a,n/a,n/a,n/a,"5,230",18.2,10%
Reporter,"National University, Sudan",n/a,n/a,n/a,n/a,n/a,n/a,"6,323",15.1,5%
Reporter,National Textile University,n/a,n/a,n/a,n/a,n/a,n/a,"3,766",18.8,0%
Reporter,National Transport University,n/a,n/a,n/a,n/a,n/a,n/a,"6,220",10.2,3%
Reporter,National University of Water and Environmental Engineering,n/a,n/a,n/a,n/a,n/a,n/a,"6,356",16.1,2%
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,n/a,n/a,n/a,n/a,n/a,n/a,"5,356",8.7,9%
Reporter,Navoi State Pedagogical Institute,n/a,n/a,n/a,n/a,n/a,n/a,"10,178",26.4,0%
Reporter,Netaji Subhas University of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"6,676",14.6,3%
Reporter,Newman University,n/a,n/a,n/a,n/a,n/a,n/a,"2,380",19.8,10%
Reporter,Niger Delta University,n/a,n/a,n/a,n/a,n/a,n/a,"19,323",23.4,0%
Reporter,Nihon Pharmaceutical University,n/a,n/a,n/a,n/a,n/a,n/a,"1,556",17.7,4%
Reporter,Niigata University of Health and Welfare,n/a,n/a,n/a,n/a,n/a,n/a,"4,577",17.3,1%
Reporter,University of Niigata Prefecture,n/a,n/a,n/a,n/a,n/a,n/a,"1,309",16,1%
Reporter,Ninevah University,n/a,n/a,n/a,n/a,n/a,n/a,"4,517",14.6,0%
Reporter,Nitte (Deemed to be University),n/a,n/a,n/a,n/a,n/a,n/a,"4,551",8.1,1%
Reporter,University of Northampton,n/a,n/a,n/a,n/a,n/a,n/a,"10,145",17.6,32%
Reporter,Northeast Ohio Medical University,n/a,n/a,n/a,n/a,n/a,n/a,989,10.4,0%
Reporter,Northern Border University,n/a,n/a,n/a,n/a,n/a,n/a,"14,875",11.5,2%
Reporter,Northern Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"24,000",30.9,0%
Reporter,Norwich University of the Arts,n/a,n/a,n/a,n/a,n/a,n/a,"2,490",15.6,12%
Reporter,University Centre of Nour Bachir El-Bayadh,n/a,n/a,n/a,n/a,n/a,n/a,"8,000",33.2,0%
Reporter,University of Nova Gorica,n/a,n/a,n/a,n/a,n/a,n/a,405,3.2,55%
Reporter,Novosibirsk State University of Economics and Management,n/a,n/a,n/a,n/a,n/a,n/a,"4,093",8.3,18%
Reporter,Nueva Ecija University of Science and Technology (NEUST),n/a,n/a,n/a,n/a,n/a,n/a,"29,516",60,1%
Reporter,Universidad Nur,n/a,n/a,n/a,n/a,n/a,n/a,"3,894",9.5,0%
Reporter,October 6 University,n/a,n/a,n/a,n/a,n/a,n/a,"23,151",11.9,4%
Reporter,October University for Modern Sciences and Arts (MSA),n/a,n/a,n/a,n/a,n/a,n/a,"11,705",9.8,1%
Reporter,Odesa I.I. Mechnikov National University,n/a,n/a,n/a,n/a,n/a,n/a,"5,198",7.2,3%
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,"3,057",14.1,0%
Reporter,University of Okara,n/a,n/a,n/a,n/a,n/a,n/a,"6,970",60.6,0%
Reporter,Omsk State Agrarian University,n/a,n/a,n/a,n/a,n/a,n/a,"6,548",20.3,11%
Reporter,Open Christian University,n/a,n/a,n/a,n/a,n/a,n/a,123,1.6,88%
Reporter,O.P. Jindal Global University,n/a,n/a,n/a,n/a,n/a,n/a,"7,583",9.1,0%
Reporter,Université d’Oran 2 Mohamed Ben Ahmed,n/a,n/a,n/a,n/a,n/a,n/a,"28,522",29.2,1%
Reporter,Oran Graduate School of Economics,n/a,n/a,n/a,n/a,n/a,n/a,967,13.2,0%
Reporter,Orel State Agrarian University named after N.V. Parahin,n/a,n/a,n/a,n/a,n/a,n/a,"1,773",10.4,20%
Reporter,Orel State University named after I.S. Turgenev,n/a,n/a,n/a,n/a,n/a,n/a,"11,703",14.9,13%
Reporter,ORT Uruguay University,n/a,n/a,n/a,n/a,n/a,n/a,"4,560",6.7,3%
Reporter,Osol Al-Deen University College,n/a,n/a,n/a,n/a,n/a,n/a,"3,397",28.8,0%
Reporter,University College of Osteopathy,n/a,n/a,n/a,n/a,n/a,n/a,370,10.6,31%
Reporter,Ostrogradsky National University of Kremenchuk,n/a,n/a,n/a,n/a,n/a,n/a,"3,479",12.5,1%
Reporter,University of Oum El Bouaghi,n/a,n/a,n/a,n/a,n/a,n/a,"12,759",12.8,0%
Reporter,Universidad del Pacífico,n/a,n/a,n/a,n/a,n/a,n/a,"4,712",9.1,2%
Reporter,Universidad del Pacífico Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,689,13.9,1%
Reporter,Palestine Polytechnic University,n/a,n/a,n/a,n/a,n/a,n/a,"4,900",16.6,2%
Reporter,Palestine Technical University – Kadoorie,n/a,n/a,n/a,n/a,n/a,n/a,"6,987",18.8,4%
Reporter,Universidad de Pamplona,n/a,n/a,n/a,n/a,n/a,n/a,"24,304",14.9,1%
Reporter,Panteion University of Social and Political Sciences,n/a,n/a,n/a,n/a,n/a,n/a,"13,434",67.8,2%
Reporter,Panthéon-Assas University (Paris 2),n/a,n/a,n/a,n/a,n/a,n/a,"21,264",77.9,12%
Reporter,Pavlo Tychyna Uman State Pedagogical University,n/a,n/a,n/a,n/a,n/a,n/a,"7,804",14.5,3%
Reporter,University of Petra,n/a,n/a,n/a,n/a,n/a,n/a,"6,633",20.5,22%
Reporter,Petre Shotadze Tbilisi Medical Academy,n/a,n/a,n/a,n/a,n/a,n/a,916,16.4,64%
Reporter,Petroleum University of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"1,820",35,0%
Reporter,Petro Mohyla Black Sea National University,n/a,n/a,n/a,n/a,n/a,n/a,"3,200",10.2,10%
Reporter,Pharos University,n/a,n/a,n/a,n/a,n/a,n/a,"11,859",29.1,1%
Reporter,Philadelphia University (Jordan),n/a,n/a,n/a,n/a,n/a,n/a,"3,252",16.4,33%
Reporter,"Plateau State University, Bokkos",n/a,n/a,n/a,n/a,n/a,n/a,"2,484",11.4,0%
Reporter,Platov South-Russian State Polytechnic University (NPI),n/a,n/a,n/a,n/a,n/a,n/a,"6,861",10.1,9%
Reporter,Plymouth Marjon University,n/a,n/a,n/a,n/a,n/a,n/a,"2,015",22.4,2%
Reporter,Polytechnic Institute of Setúbal,n/a,n/a,n/a,n/a,n/a,n/a,"8,258",17.8,7%
Reporter,Pontifical Catholic University of Argentina,n/a,n/a,n/a,n/a,n/a,n/a,"18,297",4.4,7%
Reporter,University of Poonch Rawalakot,n/a,n/a,n/a,n/a,n/a,n/a,"5,149",28.1,0%
Reporter,Universidad Popular Autónoma del Estado de Puebla,n/a,n/a,n/a,n/a,n/a,n/a,"11,795",19.3,2%
Reporter,Prefectural University of Hiroshima,n/a,n/a,n/a,n/a,n/a,n/a,"2,479",11.9,2%
Reporter,"Presbyterian University, Ghana",n/a,n/a,n/a,n/a,n/a,n/a,"2,971",41.3,1%
Reporter,Presidency University,n/a,n/a,n/a,n/a,n/a,n/a,"13,475",20.3,0%
Reporter,Prince Mohammad Bin Fahd University,n/a,n/a,n/a,n/a,n/a,n/a,"2,899",11.7,17%
Reporter,"University of Professional Studies, Accra",n/a,n/a,n/a,n/a,n/a,n/a,"19,634",50.9,0%
Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,n/a,n/a,n/a,n/a,n/a,n/a,"2,764",7.2,5%
Reporter,Pskov State University,n/a,n/a,n/a,n/a,n/a,n/a,"4,734",18.7,13%
Reporter,PUC-Campinas,n/a,n/a,n/a,n/a,n/a,n/a,"13,565",32.8,0%
Reporter,University of Puthisastra,n/a,n/a,n/a,n/a,n/a,n/a,"2,197",8.1,0%
Reporter,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",n/a,n/a,n/a,n/a,n/a,n/a,"4,955",10.6,0%
Reporter,Queen Arwa University,n/a,n/a,n/a,n/a,n/a,n/a,"4,057",9.2,1%
Reporter,Queen Margaret University,n/a,n/a,n/a,n/a,n/a,n/a,"4,350",21.8,30%
Reporter,Universidade Rainha Njinga a Mbande (URNM),n/a,n/a,n/a,n/a,n/a,n/a,"2,429",12.2,0%
Reporter,Rajamangala University of Technology Isan,n/a,n/a,n/a,n/a,n/a,n/a,"24,739",18.2,0%
Reporter,Rajamangala University of Technology Thanyaburi (RMUTT),n/a,n/a,n/a,n/a,n/a,n/a,"22,663",22.7,1%
Reporter,Rawalpindi Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"3,619",9.1,1%
Reporter,Rennes School of Business,n/a,n/a,n/a,n/a,n/a,n/a,"3,286",34.6,34%
Reporter,Ritsumeikan Asia Pacific University (APU),n/a,n/a,n/a,n/a,n/a,n/a,"5,672",25.8,47%
Reporter,Rose Bruford College,n/a,n/a,n/a,n/a,n/a,n/a,710,15.8,20%
Reporter,Rostov State University of Economics,n/a,n/a,n/a,n/a,n/a,n/a,"20,149",24.8,3%
Reporter,Royal Agricultural University,n/a,n/a,n/a,n/a,n/a,n/a,"1,035",20.7,13%
Reporter,"Royal Central School of Speech and Drama, University of London",n/a,n/a,n/a,n/a,n/a,n/a,"1,000",16.7,33%
Reporter,Royal College of Academics,n/a,n/a,n/a,n/a,n/a,n/a,"10,000",333.3,100%
Reporter,Royal College of Art,n/a,n/a,n/a,n/a,n/a,n/a,"2,350",20.4,80%
Reporter,Royal Conservatoire of Scotland,n/a,n/a,n/a,n/a,n/a,n/a,"1,195",10.9,38%
Reporter,Royal Academy of Dramatic Art (RADA),n/a,n/a,n/a,n/a,n/a,n/a,155,4.4,20%
Reporter,Royal College of Music,n/a,n/a,n/a,n/a,n/a,n/a,875,10.3,58%
Reporter,Royal Academy of Music,n/a,n/a,n/a,n/a,n/a,n/a,785,9.8,49%
Reporter,Royal Northern College of Music,n/a,n/a,n/a,n/a,n/a,n/a,880,11,33%
Reporter,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,n/a,n/a,n/a,n/a,n/a,n/a,"11,059",13.3,5%
Reporter,Russian University of State for Social (RUSS),n/a,n/a,n/a,n/a,n/a,n/a,"12,067",34.5,5%
Reporter,Ryazan State Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"5,758",9.4,15%
Reporter,University of Sadat City,n/a,n/a,n/a,n/a,n/a,n/a,"33,417",49.5,1%
Reporter,University of Saida,n/a,n/a,n/a,n/a,n/a,n/a,"13,124",19.5,0%
Reporter,University of Saint Joseph,n/a,n/a,n/a,n/a,n/a,n/a,"1,271",12.8,10%
Reporter,Saint Petersburg State Pediatric Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"6,353",11.9,14%
Reporter,"Saint Thomas University, Colombia",n/a,n/a,n/a,n/a,n/a,n/a,"28,768",21.1,0%
Reporter,Sakon Nakhon Rajabhat University,n/a,n/a,n/a,n/a,n/a,n/a,"8,269",20.6,1%
Reporter,Salahaddin University,n/a,n/a,n/a,n/a,n/a,n/a,"28,576",11.7,1%
Reporter,Samara State Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"7,123",9.4,11%
Reporter,Samarkand State University,n/a,n/a,n/a,n/a,n/a,n/a,"16,887",16.7,0%
Reporter,Samarkand State Institute of Foreign Languages,n/a,n/a,n/a,n/a,n/a,n/a,"7,619",14.7,0%
Reporter,Samarkand State Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"7,416",9.9,2%
Reporter,Samsun University,n/a,n/a,n/a,n/a,n/a,n/a,"3,588",21.2,4%
Reporter,Universidad San Ignacio de Loyola,n/a,n/a,n/a,n/a,n/a,n/a,"22,694",35.4,1%
Reporter,University of San Martín de Porres,n/a,n/a,n/a,n/a,n/a,n/a,"38,988",18.2,1%
Reporter,University of Santander,n/a,n/a,n/a,n/a,n/a,n/a,"18,521",19.3,1%
Reporter,Universidad Santo Tomás,n/a,n/a,n/a,n/a,n/a,n/a,"27,382",22.4,1%
Reporter,Sarsen Amanzholov East Kazakhstan University,n/a,n/a,n/a,n/a,n/a,n/a,"7,339",25,2%
Reporter,Satya Wacana Christian University,n/a,n/a,n/a,n/a,n/a,n/a,"18,984",41.2,0%
Reporter,Saudi Electronic University,n/a,n/a,n/a,n/a,n/a,n/a,"20,908",21.7,7%
Reporter,SBS Swiss Business School,n/a,n/a,n/a,n/a,n/a,n/a,"2,200",13.6,61%
Reporter,University of Science and Technology of Southern Philippines (USTP),n/a,n/a,n/a,n/a,n/a,n/a,"22,237",28.3,0%
Reporter,Sebha University,n/a,n/a,n/a,n/a,n/a,n/a,"10,380",10,5%
Reporter,Sefako Makgatho Health Sciences University,n/a,n/a,n/a,n/a,n/a,n/a,"5,124",6.8,2%
Reporter,Seisa Dohto University,n/a,n/a,n/a,n/a,n/a,n/a,963,14.4,8%
Reporter,Senshu University,n/a,n/a,n/a,n/a,n/a,n/a,"17,557",21.9,3%
Reporter,Seyitnazar Seydi Turkmen State Pedagogical Institute,n/a,n/a,n/a,n/a,n/a,n/a,"3,947",21.9,0%
Reporter,"Shah Abdul Latif University, Khairpur",n/a,n/a,n/a,n/a,n/a,n/a,"6,994",37,0%
Reporter,Shaheed Benazir Bhutto Women University Peshawar,n/a,n/a,n/a,n/a,n/a,n/a,"5,082",26.9,0%
Reporter,Shaheed Mohtarma Benazir Bhutto Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"2,994",3.4,0%
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"8,900",12.7,2%
Reporter,The University of Shiga Prefecture,n/a,n/a,n/a,n/a,n/a,n/a,"2,881",14,2%
Reporter,Shonan Institute of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"2,262",30.2,8%
Reporter,Silesian University in Opava,n/a,n/a,n/a,n/a,n/a,n/a,"6,198",20,5%
Reporter,SIMAD University,n/a,n/a,n/a,n/a,n/a,n/a,"3,358",18.1,0%
Reporter,Simón Bolívar University (Colombia),n/a,n/a,n/a,n/a,n/a,n/a,"19,223",21,1%
Reporter,Universidad del Sinú,n/a,n/a,n/a,n/a,n/a,n/a,"31,467",26.8,0%
Reporter,Sir Syed University of Engineering and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"6,771",17.5,0%
Reporter,Skolkovo Institute of Science and Technology (Skoltech),n/a,n/a,n/a,n/a,n/a,n/a,"1,063",8.8,21%
Reporter,Sohar University,n/a,n/a,n/a,n/a,n/a,n/a,"3,842",28.5,2%
Reporter,"Solent University, Southampton",n/a,n/a,n/a,n/a,n/a,n/a,"8,810",17.4,34%
Reporter,"Soochow University, Taiwan",n/a,n/a,n/a,n/a,n/a,n/a,"14,828",34.6,4%
Reporter,University of Sopron,n/a,n/a,n/a,n/a,n/a,n/a,"2,652",13.6,4%
Reporter,University of Souk Ahras,n/a,n/a,n/a,n/a,n/a,n/a,"11,957",19.4,0%
Reporter,Institute of Southern Punjab – Multan,n/a,n/a,n/a,n/a,n/a,n/a,"5,193",19.4,0%
Reporter,Southern Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"17,370",34.5,0%
Reporter,Sri Balaji Vidyapeeth,n/a,n/a,n/a,n/a,n/a,n/a,"4,625",8.7,1%
Reporter,Sri Lanka Institute of Information Technology,n/a,n/a,n/a,n/a,n/a,n/a,"13,581",56.8,0%
Reporter,State Energy Institute of Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,"2,402",13,1%
Reporter,Stavropol State Agrarian University,n/a,n/a,n/a,n/a,n/a,n/a,"4,007",6.8,7%
Reporter,St Luke’s International University,n/a,n/a,n/a,n/a,n/a,n/a,727,8.7,2%
Reporter,"St Mary’s University College, Belfast",n/a,n/a,n/a,n/a,n/a,n/a,940,23.5,48%
Reporter,"St Mary’s University, Twickenham",n/a,n/a,n/a,n/a,n/a,n/a,"4,505",15.8,23%
Reporter,Stranmillis University College,n/a,n/a,n/a,n/a,n/a,n/a,"1,115",24.8,18%
Reporter,University of Suffolk,n/a,n/a,n/a,n/a,n/a,n/a,"3,175",15.1,14%
Reporter,University of Sufism and Modern Sciences (USMS),n/a,n/a,n/a,n/a,n/a,n/a,646,28.1,%
Reporter,Sugiyama Jogakuen University,n/a,n/a,n/a,n/a,n/a,n/a,"5,808",28.3,1%
Reporter,Sukkur IBA University,n/a,n/a,n/a,n/a,n/a,n/a,"4,345",15.4,0%
Reporter,Suleyman Demirel University,n/a,n/a,n/a,n/a,n/a,n/a,"7,319",22.7,0%
Reporter,University of Swabi,n/a,n/a,n/a,n/a,n/a,n/a,"1,090",11.6,0%
Reporter,Tafila Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"5,320",22.9,1%
Reporter,University of Taipei,n/a,n/a,n/a,n/a,n/a,n/a,"8,117",19.9,3%
Reporter,Takushoku University,n/a,n/a,n/a,n/a,n/a,n/a,"9,033",12.7,13%
Reporter,Tama Art University,n/a,n/a,n/a,n/a,n/a,n/a,"4,745",33.4,11%
Reporter,University of Tamanghasset,n/a,n/a,n/a,n/a,n/a,n/a,"8,224",32,0%
Reporter,Tarlac Agricultural University,n/a,n/a,n/a,n/a,n/a,n/a,"6,518",26.1,0%
Reporter,Tarsus University,n/a,n/a,n/a,n/a,n/a,n/a,"2,926",22.7,1%
Reporter,Tashkent Institute of Chemical Technology,n/a,n/a,n/a,n/a,n/a,n/a,"5,140",17.1,0%
Reporter,Tashkent Institute of Finance,n/a,n/a,n/a,n/a,n/a,n/a,"9,115",22.7,1%
Reporter,Tashkent University of Information Technologies,n/a,n/a,n/a,n/a,n/a,n/a,"18,118",19.4,0%
Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,n/a,n/a,n/a,n/a,n/a,n/a,"5,750",7.4,5%
Reporter,Tashkent Medical Academy,n/a,n/a,n/a,n/a,n/a,n/a,"7,541",9.8,2%
Reporter,Tashkent Pediatric Medical Institute,n/a,n/a,n/a,n/a,n/a,n/a,"5,946",10.1,1%
Reporter,Tashkent Pharmaceutical Institute,n/a,n/a,n/a,n/a,n/a,n/a,"3,644",13.4,12%
Reporter,Tashkent State Dental Institute,n/a,n/a,n/a,n/a,n/a,n/a,"4,826",8.9,3%
Reporter,Tashkent State University of Economics,n/a,n/a,n/a,n/a,n/a,n/a,"13,484",21,3%
Reporter,Tashkent State University of Law,n/a,n/a,n/a,n/a,n/a,n/a,"4,850",10.8,1%
Reporter,Tashkent State University of Oriental Studies,n/a,n/a,n/a,n/a,n/a,n/a,"4,664",14.8,1%
Reporter,Tashkent State Pedagogical University named after Nizami,n/a,n/a,n/a,n/a,n/a,n/a,"15,698",22.2,1%
Reporter,Tashkent State Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"13,889",12.6,0%
Reporter,Tashkent State Transport University,n/a,n/a,n/a,n/a,n/a,n/a,"17,437",24.1,0%
Reporter,Tashkent Institute of Textile and Light Industry,n/a,n/a,n/a,n/a,n/a,n/a,"4,189",11.5,0%
Reporter,Tata Institute of Fundamental Research,n/a,n/a,n/a,n/a,n/a,n/a,758,3,0%
Reporter,Tatung University,n/a,n/a,n/a,n/a,n/a,n/a,"3,926",19.4,3%
